,danceability,energy,speechiness,acousticness,liveness,valence,tempo
1864,0.251,0.848,0.0579,0.0377,0.0545,0.207,163.709
1865,0.84,0.481,0.0336,0.199,0.0873,0.955,95.497
1866,0.41,0.869,0.0472,0.00801,0.238,0.353,113.971
1867,0.471,0.345,0.0334,0.625,0.144,0.418,128.695
1869,0.681,0.802,0.0347,0.0271,0.127,0.791,120.053
1870,0.606,0.497,0.0277,0.348,0.275,0.362,130.739
1871,0.646,0.801,0.0408,0.41,0.0835,0.607,87.991
1872,0.552,0.603,0.0334,0.199,0.151,0.231,139.908
1873,0.358,0.275,0.0277,0.704,0.11,0.117,103.581
1874,0.72,0.607,0.0322,0.0543,0.113,0.828,121.223
1876,0.448,0.679,0.0283,0.358,0.0892,0.49,180.011
1877,0.58,0.702,0.0337,0.0466,0.536,0.299,105.076
1878,0.768,0.82,0.0474,0.179,0.689,0.625,129.965
1879,0.591,0.345,0.0391,0.691,0.0851,0.264,119.333
1880,0.701,0.539,0.0277,0.000655,0.0589,0.752,107.531
1882,0.411,0.724,0.0468,0.0717,0.0863,0.612,87.139
1883,0.646,0.746,0.045,0.0149,0.237,0.812,131.869
1885,0.611,0.0658,0.0373,0.892,0.149,0.329,79.815
1886,0.336,0.248,0.0324,0.65,0.113,0.298,128.548
1887,0.791,0.754,0.0569,0.00446,0.163,0.425,125.014
1888,0.551,0.913,0.0466,0.0263,0.347,0.544,119.992
1889,0.448,0.61,0.0342,0.0102,0.135,0.214,123.762
1891,0.495,0.905,0.0653,0.00227,0.142,0.215,97.106
1892,0.546,0.814,0.0314,0.023,0.0972,0.146,104.98
1893,0.227,0.393,0.0387,0.854,0.139,0.0709,43.26
1895,0.572,0.668,0.0361,0.355,0.223,0.56,109.511
1896,0.399,0.258,0.033,0.792,0.128,0.192,108.174
1897,0.616,0.682,0.0265,0.0578,0.342,0.528,117.78
1898,0.442,0.943,0.0602,0.00293,0.091,0.781,85.064
1899,0.462,0.836,0.0621,0.00517,0.18,0.671,168.766
1900,0.537,0.304,0.0414,0.906,0.102,0.611,140.202
1901,0.687,0.865,0.0349,0.0743,0.0966,0.261,117.015
1902,0.648,0.102,0.0299,0.844,0.0942,0.278,89.923
1903,0.762,0.387,0.0277,0.239,0.13,0.274,109.959
1904,0.667,0.721,0.0254,0.264,0.128,0.41,132.473
1905,0.249,0.66,0.0342,0.504,0.0891,0.435,149.813
1906,0.231,0.398,0.0346,0.211,0.692,0.3,80.379
1907,0.499,0.352,0.0297,0.842,0.122,0.473,166.028
1908,0.589,0.389,0.028,0.851,0.0772,0.501,89.1
1909,0.431,0.723,0.0568,0.145,0.374,0.19,130.141
1910,0.583,0.698,0.0363,0.255,0.118,0.34,129.985
1911,0.594,0.533,0.0438,0.153,0.172,0.729,78.552
1912,0.751,0.783,0.0859,0.00379,0.036,0.816,119.975
1914,0.194,0.825,0.041,0.0864,0.182,0.35,169.974
1915,0.349,0.348,0.0316,0.726,0.12,0.0886,74.541
1916,0.688,0.734,0.0274,0.00462,0.0756,0.46,140.004
1917,0.479,0.437,0.0333,0.814,0.136,0.308,120.34
1918,0.703,0.81,0.0424,0.000315,0.216,0.726,102.978
1919,0.494,0.672,0.0405,0.0273,0.105,0.557,156.208
1920,0.357,0.795,0.0337,0.0134,0.111,0.416,97.171
1921,0.567,0.512,0.0357,0.545,0.296,0.334,130.271
1922,0.732,0.373,0.031,0.839,0.178,0.693,116.915
1923,0.635,0.841,0.0422,0.0134,0.0622,0.424,109.021
1924,0.676,0.762,0.0351,0.461,0.0574,0.81,119.003
1926,0.607,0.804,0.0296,0.00116,0.159,0.469,139.983
1927,0.713,0.793,0.0386,0.0318,0.142,0.583,119.995
1928,0.353,0.879,0.0833,0.0843,0.105,0.516,171.762
1929,0.192,0.832,0.0401,0.00355,0.927,0.296,175.104
1930,0.523,0.607,0.03,0.512,0.106,0.0651,145.837
1932,0.558,0.524,0.0459,0.321,0.94,0.636,93.654
1933,0.357,0.678,0.041,0.0371,0.217,0.281,126.733
1934,0.702,0.794,0.0569,0.329,0.0505,0.833,83.957
1935,0.389,0.782,0.0465,0.141,0.0735,0.42,181.622
1936,0.286,0.703,0.0348,0.00847,0.142,0.259,151.297
1937,0.599,0.761,0.0421,0.713,0.349,0.712,77.015
1938,0.558,0.408,0.0253,0.05,0.125,0.162,82.021
1939,0.623,0.78,0.0307,0.00342,0.143,0.635,121.061
1941,0.276,0.263,0.0372,0.609,0.0802,0.0997,124.404
1942,0.698,0.879,0.0306,0.00236,0.129,0.645,120.018
1943,0.438,0.556,0.0458,0.0567,0.0858,0.189,137.329
1944,0.732,0.462,0.0363,0.903,0.176,0.518,121.061
1945,0.509,0.495,0.0515,0.491,0.0773,0.684,112.893
1946,0.314,0.478,0.0341,0.144,0.0814,0.186,94.203
1947,0.724,0.577,0.0387,0.0886,0.16,0.677,121.97
1948,0.521,0.701,0.0458,0.0892,0.0876,0.518,127.087
1949,0.689,0.836,0.0559,0.187,0.162,0.749,127.411
1950,0.518,0.809,0.0382,0.137,0.119,0.0957,140.065
1951,0.71,0.743,0.0507,0.273,0.258,0.866,120.277
1953,0.673,0.362,0.0441,0.819,0.0872,0.599,78.053
1954,0.458,0.795,0.0574,0.00316,0.0756,0.513,123.229
1955,0.371,0.278,0.0303,0.981,0.272,0.338,82.331
1957,0.587,0.726,0.0306,0.0709,0.204,0.592,140.031
1958,0.63,0.68,0.0294,0.312,0.194,0.792,119.984
1959,0.51,0.937,0.0821,0.0187,0.681,0.539,141.975
1960,0.527,0.209,0.0283,0.72,0.116,0.362,62.663
1961,0.692,0.612,0.0273,0.583,0.115,0.348,95.933
1962,0.484,0.727,0.0358,0.198,0.107,0.216,120.066
1963,0.531,0.549,0.0378,0.363,0.118,0.681,171.781
1964,0.687,0.792,0.0353,0.000802,0.2,0.864,133.962
1965,0.528,0.886,0.0329,0.0159,0.0758,0.8,96.001
1966,0.632,0.513,0.0336,0.377,0.118,0.185,116.632
1967,0.746,0.341,0.0397,0.707,0.0864,0.861,81.963
1968,0.47,0.837,0.0396,0.00387,0.117,0.522,157.044
1969,0.575,0.886,0.034,0.0647,0.709,0.609,96.31
1970,0.531,0.752,0.0305,0.0421,0.12,0.103,89.917
1971,0.616,0.47,0.0253,0.291,0.111,0.325,80.03
1972,0.153,0.417,0.0318,0.434,0.211,0.166,80.87
1973,0.667,0.381,0.0294,0.455,0.116,0.199,135.975
1974,0.789,0.716,0.0432,0.129,0.069,0.611,125.906
1975,0.631,0.569,0.0438,0.728,0.27,0.874,71.078
1976,0.525,0.807,0.0725,0.251,0.0504,0.741,155.397
1977,0.715,0.584,0.0296,0.432,0.095,0.609,90.99
1978,0.77,0.775,0.0495,0.0227,0.297,0.802,116.935
1979,0.461,0.267,0.0278,0.834,0.107,0.481,87.918
1980,0.637,0.867,0.05,0.143,0.11,0.652,124.069
1981,0.559,0.614,0.0768,0.415,0.139,0.662,124.907
1982,0.803,0.625,0.0382,0.135,0.0888,0.94,133.013
1983,0.517,0.606,0.0289,0.0202,0.324,0.296,141.929
1984,0.651,0.663,0.0281,0.228,0.0994,0.465,102.0
1985,0.557,0.533,0.0252,0.0492,0.205,0.233,143.994
1986,0.365,0.606,0.0415,0.00757,0.103,0.191,114.995
1987,0.704,0.558,0.0542,0.148,0.107,0.245,110.444
1988,0.57,0.747,0.0426,0.445,0.219,0.808,164.004
1989,0.359,0.329,0.0293,0.581,0.0979,0.208,84.358
1990,0.457,0.492,0.028,0.445,0.135,0.703,85.809
1991,0.715,0.308,0.0305,0.829,0.16,0.547,124.899
1992,0.535,0.618,0.0273,0.0716,0.169,0.228,81.975
1993,0.544,0.728,0.0282,0.0053,0.865,0.204,101.939
1994,0.542,0.808,0.038,0.00463,0.0587,0.666,139.907
1995,0.519,0.917,0.0887,0.0167,0.359,0.652,145.882
1996,0.583,0.468,0.0278,0.183,0.111,0.126,119.375
1997,0.434,0.944,0.0581,0.0769,0.151,0.361,162.02
1998,0.61,0.56,0.0279,0.469,0.087,0.228,159.837
1999,0.315,0.296,0.0315,0.771,0.702,0.435,173.509
2000,0.446,0.739,0.0367,0.449,0.52,0.27,85.344
2001,0.371,0.54,0.0286,0.43,0.283,0.388,95.339
2002,0.608,0.817,0.0296,0.104,0.245,0.471,117.368
2003,0.384,0.438,0.0362,0.753,0.101,0.287,87.903
2004,0.661,0.346,0.03,0.452,0.131,0.256,129.752
2005,0.602,0.735,0.0337,0.00196,0.105,0.472,96.969
2006,0.202,0.644,0.0324,0.0979,0.109,0.252,85.04
2007,0.524,0.728,0.0374,0.206,0.113,0.205,116.464
2008,0.513,0.224,0.0298,0.714,0.0826,0.129,142.827
2009,0.424,0.222,0.0391,0.646,0.148,0.0606,61.648
2010,0.467,0.586,0.0357,0.218,0.12,0.318,169.93
2011,0.458,0.831,0.0654,0.0031,0.337,0.572,81.531
2012,0.286,0.411,0.0315,0.834,0.132,0.0703,164.1
2013,0.217,0.905,0.0752,0.000289,0.222,0.236,96.95
2014,0.634,0.69,0.052,0.0771,0.132,0.645,94.988
2016,0.946,0.289,0.0584,0.152,0.234,0.816,102.073
2017,0.547,0.197,0.0303,0.941,0.144,0.402,133.85
2018,0.506,0.373,0.0347,0.499,0.323,0.194,121.289
2019,0.569,0.797,0.0599,0.124,0.105,0.664,163.972
2020,0.634,0.551,0.0352,0.00737,0.07,0.453,151.779
2021,0.556,0.319,0.0281,0.893,0.0996,0.294,135.187
2022,0.49,0.679,0.0309,0.00394,0.0383,0.506,167.046
2023,0.443,0.772,0.067,0.0851,0.0566,0.794,87.825
2024,0.474,0.387,0.0305,0.642,0.143,0.545,118.486
2025,0.241,0.912,0.0765,0.000655,0.717,0.149,143.989
2026,0.596,0.135,0.0685,0.985,0.161,0.248,79.008
2027,0.413,0.873,0.0536,0.000264,0.204,0.48,116.68
2028,0.315,0.418,0.0299,0.131,0.0836,0.237,129.116
2031,0.568,0.231,0.0357,0.211,0.343,0.407,145.434
2032,0.36,0.216,0.0279,0.029,0.127,0.245,136.577
2033,0.566,0.532,0.0237,0.282,0.13,0.426,85.969
2034,0.62,0.832,0.0361,0.331,0.104,0.482,144.925
2035,0.549,0.188,0.0309,0.795,0.11,0.198,82.745
2036,0.8,0.204,0.0346,0.964,0.116,0.458,129.85
2037,0.678,0.739,0.0352,0.32,0.116,0.658,127.037
2038,0.553,0.446,0.0316,0.393,0.113,0.307,143.708
2039,0.531,0.984,0.0652,0.0017,0.361,0.386,107.036
2040,0.509,0.774,0.0338,0.00189,0.143,0.0824,116.529
2041,0.64,0.864,0.0314,0.00832,0.123,0.701,102.026
2042,0.473,0.898,0.0561,0.00783,0.173,0.808,96.556
2043,0.554,0.932,0.0485,0.00154,0.425,0.478,112.49
2044,0.708,0.601,0.0306,0.101,0.0979,0.742,118.962
2045,0.525,0.813,0.0304,0.000435,0.198,0.549,131.986
2046,0.602,0.347,0.027,0.306,0.065,0.758,81.321
2047,0.623,0.633,0.0304,0.336,0.147,0.895,121.119
2048,0.618,0.775,0.0282,0.0392,0.127,0.842,133.981
2049,0.697,0.832,0.0298,0.168,0.269,0.979,125.926
2050,0.712,0.624,0.0525,0.508,0.693,0.761,126.851
2051,0.389,0.479,0.0321,0.722,0.385,0.216,136.084
2052,0.599,0.79,0.043,0.00257,0.312,0.961,103.783
2053,0.537,0.731,0.036,0.00571,0.103,0.298,137.954
2055,0.246,0.301,0.0281,0.876,0.109,0.193,77.572
2056,0.314,0.711,0.0432,0.0283,0.7,0.147,141.911
2057,0.482,0.178,0.0292,0.843,0.15,0.298,110.128
2058,0.519,0.297,0.0266,0.715,0.0909,0.289,139.823
2059,0.785,0.7,0.0406,0.0182,0.0823,0.296,122.032
2060,0.517,0.711,0.0627,0.000763,0.568,0.582,108.846
2061,0.678,0.19,0.0486,0.853,0.085,0.235,120.05
2062,0.544,0.529,0.0256,0.453,0.131,0.403,92.936
2063,0.436,0.893,0.0556,0.000362,0.103,0.0794,124.113
2064,0.5,0.197,0.0354,0.717,0.0755,0.177,131.243
2065,0.528,0.468,0.0287,0.295,0.165,0.185,154.974
2066,0.22,0.435,0.0293,0.218,0.118,0.13,82.055
2067,0.325,0.46,0.0335,0.0849,0.103,0.206,124.864
2068,0.353,0.446,0.0285,0.95,0.132,0.211,155.476
2069,0.591,0.415,0.0437,0.424,0.111,0.197,90.483
2070,0.515,0.534,0.0768,0.181,0.0547,0.426,70.776
2071,0.73,0.769,0.0298,0.138,0.0473,0.507,104.948
2072,0.655,0.877,0.0329,0.22,0.0785,0.958,144.877
2073,0.441,0.188,0.0408,0.985,0.133,0.231,197.952
2075,0.525,0.3,0.0286,0.578,0.116,0.206,80.993
2076,0.569,0.571,0.0364,0.169,0.111,0.22,134.877
2077,0.454,0.91,0.0448,0.0866,0.116,0.629,125.116
2078,0.63,0.316,0.0293,0.898,0.0616,0.477,82.529
2079,0.696,0.875,0.0653,0.134,0.159,0.773,127.391
2081,0.689,0.369,0.0278,0.693,0.111,0.361,116.885
2082,0.591,0.345,0.0264,0.907,0.123,0.308,91.064
2083,0.733,0.71,0.0292,0.145,0.0956,0.965,127.975
2084,0.487,0.666,0.058,0.0378,0.101,0.67,169.997
2085,0.634,0.848,0.047,0.00237,0.0681,0.647,105.055
2086,0.454,0.865,0.0561,0.0323,0.186,0.34,166.018
2087,0.602,0.242,0.0325,0.835,0.0859,0.462,123.85
2088,0.605,0.228,0.0267,0.703,0.0936,0.285,78.31
2089,0.722,0.288,0.0444,0.827,0.12,0.502,119.899
2090,0.448,0.323,0.0273,0.758,0.119,0.51,98.301
2091,0.438,0.426,0.0365,0.0586,0.0837,0.128,128.726
2092,0.603,0.67,0.0249,0.00408,0.112,0.446,107.993
2094,0.371,0.651,0.0311,0.000415,0.271,0.252,151.243
2095,0.32,0.21,0.0345,0.92,0.138,0.208,73.196
2096,0.682,0.927,0.0479,0.0843,0.149,0.744,101.019
2097,0.58,0.682,0.0332,0.0792,0.161,0.774,77.53
2098,0.533,0.748,0.0285,0.119,0.316,0.343,105.921
2099,0.436,0.244,0.0339,0.87,0.102,0.359,145.42
2100,0.543,0.122,0.0337,0.915,0.373,0.282,99.835
2101,0.57,0.657,0.0356,0.405,0.0723,0.41,144.247
2103,0.463,0.755,0.0634,0.11,0.103,0.252,145.319
2104,0.588,0.577,0.0291,0.13,0.174,0.486,141.976
2105,0.259,0.241,0.042,0.554,0.0849,0.275,178.453
2106,0.376,0.373,0.0305,0.827,0.15,0.111,116.074
2107,0.5,0.554,0.0354,0.734,0.312,0.372,84.229
2108,0.616,0.577,0.0407,0.535,0.0808,0.592,145.863
2109,0.528,0.233,0.0346,0.726,0.122,0.208,89.044
2110,0.481,0.849,0.0385,0.00167,0.121,0.723,205.57
2112,0.228,0.224,0.0311,0.946,0.273,0.18,60.3
2113,0.333,0.927,0.0733,0.0029,0.297,0.385,141.466
2114,0.466,0.466,0.0329,0.0836,0.0911,0.553,164.353
2115,0.828,0.492,0.0276,0.0644,0.128,0.789,120.151
2116,0.365,0.338,0.0322,0.735,0.104,0.446,79.241
2117,0.597,0.271,0.0394,0.766,0.0933,0.338,76.271
2118,0.436,0.0695,0.0298,0.858,0.107,0.255,97.128
2119,0.64,0.663,0.0374,0.201,0.152,0.663,132.77
2120,0.249,0.834,0.0577,0.0738,0.0924,0.338,118.223
2121,0.634,0.63,0.031,0.447,0.17,0.489,118.628
2122,0.608,0.419,0.0331,0.602,0.108,0.602,100.22
2124,0.537,0.373,0.0331,0.691,0.083,0.244,83.936
2125,0.49,0.758,0.0297,0.000671,0.092,0.435,112.114
2127,0.644,0.4,0.0304,0.214,0.0866,0.227,115.025
2128,0.457,0.757,0.032,0.0206,0.146,0.417,102.961
2129,0.152,0.133,0.0339,0.663,0.19,0.206,165.987
2130,0.62,0.446,0.0347,0.589,0.0727,0.868,88.591
2131,0.406,0.73,0.0359,0.0147,0.167,0.251,146.98
2132,0.234,0.865,0.0516,3.62e-05,0.289,0.194,137.107
2133,0.516,0.809,0.0545,0.787,0.303,0.939,75.099
2134,0.843,0.425,0.0352,0.565,0.102,0.284,104.02
2135,0.773,0.675,0.0281,0.324,0.0896,0.925,126.866
2136,0.688,0.284,0.0574,0.359,0.127,0.482,83.433
2137,0.653,0.668,0.0881,0.00116,0.0731,0.711,160.048
2138,0.311,0.325,0.0283,0.0469,0.139,0.668,65.09
2139,0.629,0.356,0.0246,0.66,0.173,0.472,83.886
2140,0.578,0.29,0.0341,0.652,0.105,0.666,117.403
2141,0.606,0.457,0.0497,0.713,0.0747,0.813,92.033
2142,0.614,0.354,0.0322,0.903,0.289,0.374,115.927
2143,0.428,0.276,0.0312,0.732,0.117,0.0382,99.195
2144,0.485,0.48,0.0306,0.125,0.0532,0.31,116.159
2145,0.425,0.369,0.0379,0.183,0.112,0.65,176.625
2146,0.526,0.12,0.0373,0.865,0.723,0.398,137.158
2147,0.699,0.467,0.0375,0.685,0.315,0.764,119.287
2148,0.331,0.55,0.0272,0.605,0.192,0.429,177.734
2149,0.699,0.641,0.0289,0.13,0.0601,0.728,120.745
2151,0.723,0.49,0.0296,0.111,0.0923,0.795,129.012
2152,0.55,0.722,0.0283,0.25,0.11,0.716,103.886
2153,0.455,0.437,0.0278,0.314,0.501,0.724,81.396
2154,0.473,0.362,0.0386,0.477,0.7,0.362,142.698
2155,0.441,0.547,0.0337,0.13,0.109,0.716,134.753
2157,0.58,0.0842,0.0302,0.982,0.11,0.388,92.123
2158,0.65,0.306,0.0393,0.57,0.0707,0.605,118.068
2159,0.262,0.0543,0.0466,0.968,0.547,0.0345,90.309
2160,0.529,0.127,0.0274,0.611,0.237,0.578,63.05
2161,0.596,0.605,0.0255,0.181,0.0863,0.886,97.798
2163,0.604,0.698,0.0379,0.217,0.231,0.82,171.995
2164,0.439,0.488,0.0615,0.702,0.16,0.629,93.017
2165,0.59,0.221,0.0417,0.855,0.696,0.37,105.3
2166,0.689,0.643,0.0312,0.167,0.271,0.772,120.179
2167,0.726,0.449,0.0286,0.487,0.0824,0.294,130.388
2168,0.545,0.67,0.0496,0.009,0.0451,0.481,151.553
2169,0.535,0.962,0.0638,0.00361,0.163,0.687,144.984
2170,0.549,0.754,0.0407,0.000675,0.0912,0.828,139.052
2171,0.583,0.768,0.041,0.000323,0.109,0.357,127.952
2172,0.592,0.638,0.0307,0.449,0.0998,0.334,142.866
2173,0.297,0.182,0.0298,0.846,0.134,0.092,83.391
2175,0.246,0.51,0.036,0.00799,0.325,0.101,159.915
2176,0.509,0.924,0.0312,0.0349,0.343,0.647,138.015
2177,0.691,0.454,0.0256,0.437,0.0783,0.35,135.839
2178,0.826,0.436,0.0558,0.441,0.0964,0.272,119.051
2179,0.349,0.662,0.0402,0.00197,0.136,0.554,169.926
2181,0.464,0.098,0.0376,0.865,0.101,0.234,78.864
2182,0.555,0.257,0.0299,0.892,0.124,0.431,89.013
2183,0.644,0.661,0.0418,0.000177,0.108,0.272,154.001
2184,0.643,0.723,0.0299,0.104,0.274,0.729,137.698
2185,0.634,0.195,0.0295,0.86,0.141,0.535,103.843
2186,0.703,0.636,0.0376,0.186,0.0959,0.218,122.921
2187,0.386,0.607,0.0261,0.0112,0.088,0.532,147.207
2188,0.537,0.297,0.0822,0.88,0.145,0.553,144.197
2189,0.647,0.56,0.0387,0.723,0.118,0.913,120.418
2190,0.339,0.932,0.057,0.00105,0.255,0.586,128.291
2192,0.521,0.676,0.0357,0.023,0.281,0.195,135.642
2193,0.722,0.851,0.0639,0.0319,0.108,0.452,126.885
2194,0.518,0.673,0.0286,0.00573,0.12,0.541,108.02
2195,0.379,0.29,0.051,0.952,0.118,0.169,166.467
2196,0.507,0.304,0.0278,0.845,0.0741,0.195,112.371
2197,0.599,0.732,0.026,0.0145,0.143,0.295,97.997
2198,0.244,0.327,0.0361,0.605,0.0845,0.333,181.616
2199,0.425,0.732,0.0396,0.00194,0.171,0.333,117.98
2200,0.579,0.267,0.0348,0.118,0.132,0.353,74.899
2201,0.885,0.508,0.0518,0.244,0.114,0.846,102.071
2202,0.419,0.383,0.0256,0.0724,0.0896,0.35,87.568
2203,0.596,0.545,0.0247,0.11,0.09,0.391,75.841
2204,0.421,0.822,0.0542,0.0132,0.092,0.751,171.935
2205,0.858,0.678,0.0469,0.0761,0.0741,0.922,117.009
2206,0.534,0.721,0.0417,0.0343,0.115,0.225,128.978
2207,0.604,0.239,0.0336,0.901,0.0724,0.251,83.002
2208,0.546,0.537,0.0268,0.000135,0.125,0.0923,109.908
2209,0.545,0.649,0.0324,0.143,0.0894,0.297,99.099
2210,0.586,0.607,0.0292,0.00389,0.17,0.278,122.171
2211,0.63,0.894,0.0544,0.255,0.181,0.364,142.051
2212,0.304,0.572,0.0343,0.0137,0.107,0.217,80.85
2213,0.722,0.761,0.0475,0.0117,0.315,0.624,128.044
2214,0.321,0.474,0.0348,0.743,0.204,0.804,121.199
2215,0.573,0.581,0.0276,0.148,0.128,0.188,103.82
2216,0.669,0.795,0.0285,0.00772,0.401,0.882,124.594
2217,0.431,0.485,0.0274,0.452,0.544,0.367,145.22
2218,0.615,0.114,0.0357,0.926,0.166,0.401,101.189
2219,0.739,0.511,0.0362,0.167,0.133,0.542,96.038
2220,0.581,0.367,0.0305,0.497,0.0589,0.324,136.682
2221,0.692,0.809,0.0255,0.1,0.186,0.927,104.022
2222,0.588,0.694,0.0387,0.00948,0.113,0.271,126.027
2223,0.424,0.588,0.0278,0.0553,0.298,0.193,144.636
2224,0.537,0.611,0.0304,0.229,0.146,0.161,105.955
2225,0.642,0.289,0.0367,0.669,0.18,0.407,84.996
2226,0.625,0.482,0.044,0.77,0.106,0.397,125.979
2227,0.483,0.844,0.0314,0.00481,0.405,0.543,151.977
2228,0.726,0.787,0.0737,0.009,0.0596,0.888,124.99
2229,0.473,0.562,0.0451,0.65,0.12,0.316,74.653
2230,0.572,0.252,0.0325,0.68,0.179,0.215,75.014
2231,0.605,0.771,0.0279,0.0348,0.0996,0.731,114.06
2232,0.398,0.927,0.0567,6.2e-05,0.0575,0.311,77.106
2233,0.38,0.0993,0.0509,0.914,0.0605,0.44,174.874
2234,0.602,0.536,0.0288,0.183,0.0802,0.506,124.558
2235,0.388,0.891,0.0566,0.000652,0.804,0.264,146.66
2236,0.479,0.309,0.0299,0.153,0.134,0.182,127.155
2237,0.543,0.87,0.0428,0.358,0.792,0.754,100.804
2238,0.82,0.452,0.0348,0.543,0.0714,0.74,117.401
2239,0.72,0.183,0.0506,0.458,0.107,0.654,171.593
2240,0.488,0.493,0.0464,0.255,0.102,0.389,135.093
2241,0.583,0.947,0.0378,0.0185,0.0679,0.803,135.448
2242,0.531,0.818,0.0452,0.0694,0.263,0.471,90.767
2243,0.607,0.142,0.0382,0.843,0.121,0.305,118.867
2244,0.642,0.628,0.0358,0.334,0.614,0.893,103.317
2245,0.676,0.771,0.0283,0.109,0.247,0.708,115.073
2246,0.673,0.663,0.0269,0.217,0.177,0.671,120.634
2248,0.651,0.488,0.0316,0.212,0.136,0.49,113.038
2249,0.598,0.676,0.0279,0.13,0.112,0.805,114.169
2250,0.769,0.367,0.0312,0.684,0.081,0.535,103.621
2251,0.338,0.34,0.0339,0.58,0.116,0.197,82.433
2252,0.282,0.605,0.0294,0.0047,0.103,0.0783,103.929
2254,0.369,0.758,0.0364,0.623,0.531,0.663,140.71
2255,0.423,0.384,0.0315,0.729,0.27,0.521,90.43
2256,0.499,0.318,0.0485,0.718,0.379,0.282,121.498
2257,0.498,0.242,0.0257,0.835,0.133,0.312,153.744
2258,0.294,0.747,0.0339,0.0509,0.12,0.218,151.062
2260,0.38,0.306,0.0305,0.942,0.123,0.157,147.889
2261,0.337,0.674,0.0387,0.138,0.0533,0.387,131.977
2262,0.652,0.748,0.0887,0.0849,0.604,0.652,94.1
2264,0.558,0.873,0.0449,0.172,0.173,0.475,143.967
2265,0.429,0.554,0.0291,0.67,0.105,0.407,136.302
2266,0.128,0.132,0.0353,0.744,0.107,0.0988,85.314
2267,0.489,0.578,0.0418,0.234,0.123,0.511,78.111
2268,0.413,0.725,0.0324,0.369,0.0905,0.44,124.618
2269,0.62,0.312,0.0414,0.241,0.111,0.442,51.237
2270,0.48,0.542,0.0348,0.345,0.113,0.567,152.853
2271,0.39,0.31,0.0676,0.794,0.379,0.584,177.515
2272,0.547,0.257,0.0252,0.907,0.0935,0.169,75.752
2273,0.579,0.508,0.027,0.00574,0.0575,0.609,147.125
2274,0.449,0.585,0.0268,0.0509,0.0833,0.212,139.631
2275,0.588,0.0929,0.0443,0.95,0.128,0.502,152.139
2278,0.733,0.652,0.0696,0.419,0.521,0.459,99.998
2279,0.589,0.227,0.0498,0.64,0.0248,0.182,74.993
2280,0.862,0.515,0.0368,0.545,0.0899,0.696,129.044
2281,0.553,0.828,0.0635,0.432,0.0801,0.504,117.948
2282,0.236,0.255,0.033,0.806,0.0888,0.181,74.036
2283,0.354,0.543,0.0265,0.00871,0.378,0.252,169.899
2284,0.532,0.874,0.0482,0.00842,0.452,0.361,91.038
2285,0.667,0.718,0.0605,0.0165,0.104,0.345,91.993
2286,0.576,0.835,0.0486,0.337,0.082,0.476,150.017
2287,0.735,0.766,0.0383,0.025,0.108,0.6,127.985
2288,0.496,0.739,0.0415,0.0211,0.106,0.378,132.41
2289,0.657,0.655,0.0248,0.135,0.102,0.668,92.259
2290,0.287,0.292,0.0541,0.968,0.09,0.346,145.703
2291,0.472,0.844,0.054,0.00173,0.24,0.34,140.034
2293,0.726,0.702,0.032,0.0974,0.239,0.931,109.114
2294,0.485,0.53,0.0299,0.167,0.106,0.247,123.37
2295,0.597,0.115,0.0334,0.82,0.111,0.128,111.202
2296,0.688,0.765,0.0406,0.0126,0.0795,0.634,128.0
2297,0.421,0.407,0.0267,0.309,0.11,0.161,139.028
2298,0.525,0.908,0.0413,0.0139,0.253,0.628,126.041
2299,0.566,0.507,0.0279,0.535,0.107,0.141,158.119
2300,0.65,0.947,0.0717,0.222,0.979,0.694,96.035
2301,0.384,0.493,0.0382,0.0164,0.101,0.0601,143.711
2302,0.52,0.655,0.0394,0.105,0.124,0.29,126.593
2303,0.359,0.649,0.0349,0.107,0.0555,0.133,111.709
2304,0.324,0.367,0.0377,0.806,0.0836,0.16,110.947
2306,0.513,0.799,0.0359,0.00424,0.113,0.232,107.497
2307,0.465,0.919,0.0408,1.83e-05,0.262,0.537,135.997
2308,0.358,0.548,0.027,0.36,0.173,0.518,163.434
2309,0.539,0.702,0.0436,0.00245,0.117,0.206,118.106
2310,0.307,0.371,0.0288,0.923,0.11,0.189,115.241
2311,0.51,0.641,0.0812,0.0638,0.272,0.295,113.646
2312,0.364,0.29,0.0407,0.529,0.111,0.0754,159.994
2313,0.452,0.736,0.0378,0.297,0.381,0.24,144.683
2314,0.611,0.509,0.0275,0.376,0.119,0.421,101.985
2315,0.43,0.74,0.0375,0.0212,0.33,0.0948,137.978
2316,0.376,0.0816,0.0294,0.962,0.127,0.109,92.221
2317,0.373,0.567,0.032,0.0236,0.0916,0.298,137.789
2318,0.498,0.715,0.0315,0.0607,0.274,0.225,151.809
2319,0.758,0.557,0.034,0.0117,0.0418,0.781,126.986
2320,0.474,0.739,0.0451,0.0283,0.299,0.253,149.894
2321,0.749,0.837,0.0512,0.162,0.525,0.927,103.483
2322,0.538,0.321,0.0341,0.889,0.103,0.589,151.478
2323,0.365,0.466,0.0418,0.161,0.106,0.487,95.163
2324,0.579,0.438,0.0241,0.282,0.228,0.278,75.201
2325,0.589,0.0132,0.0726,0.996,0.0573,0.83,111.838
2326,0.317,0.666,0.0365,0.343,0.314,0.179,135.784
2327,0.447,0.122,0.041,0.979,0.155,0.157,133.483
2328,0.378,0.638,0.075,0.02,0.0849,0.735,184.086
